bjd,relative_flux,flux_err,quality_flag
54976.87500000,0.9893113253,0.0006634725,0
54976.89583333,0.9895318653,0.0007126881,0
54976.91666667,0.9901671802,0.0006958540,0
54976.93750000,0.9892819037,0.0007197521,0
54976.95833333,0.9893667699,0.0006420854,0
54976.97916667,0.9903601005,0.0006920626,0
54977.00000000,0.9900733513,0.0006482317,0
54977.02083333,0.9911265829,0.0006575851,0
54977.04166667,0.9908662695,0.0006753007,1
54977.06250000,0.9904143680,0.0007048413,0
54977.08333333,0.9913428712,0.0007180900,0
54977.10416667,0.9907298879,0.0006921928,0
54977.12500000,0.9922336140,0.0006501320,0
54977.14583333,0.9885006836,0.0006505628,0
54977.16666667,0.9905294670,0.0006885099,0
54977.18750000,0.9901756663,0.0006286533,0
54977.20833333,0.9901660137,0.0006132569,0
54977.22916667,0.9910571572,0.0006425547,0
54977.25000000,0.9936806262,0.0006344687,0
54977.27083333,0.9945146987,0.0006355570,0
54977.29166667,0.9948174732,0.0006280329,0
54977.31250000,0.9945248915,0.0006050512,0
54977.33333333,0.9941156502,0.0006021449,0
54977.35416667,0.9945848551,0.0007185267,0
54977.37500000,0.9952647568,0.0006513328,0
54977.39583333,0.9963515373,0.0006461192,0
54977.41666667,0.9956860624,0.0006815577,0
54977.43750000,0.9961109801,0.0006261905,0
54977.45833333,0.9980141035,0.0007139953,0
54977.47916667,0.9969739133,0.0006943614,0
54977.50000000,0.9970122787,0.0006107293,0
54977.52083333,0.9982596590,0.0006501097,0
54977.54166667,0.9980707919,0.0007054942,0
54977.56250000,0.9974751370,0.0007133678,0
54977.58333333,0.9995053844,0.0006560882,0
54977.60416667,0.9986748303,0.0006736094,0
54977.62500000,0.9995598171,0.0006200441,0
54977.64583333,0.9998373054,0.0007189402,0
54977.66666667,1.0003826018,0.0006278006,0
54977.68750000,0.9990254307,0.0007131278,0
54977.70833333,1.0007081248,0.0006779576,0
54977.72916667,1.0020367772,0.0006729284,0
54977.75000000,1.0024582905,0.0006615226,0
54977.77083333,1.0013367039,0.0006276804,0
54977.79166667,1.0028645814,0.0006211834,0
54977.81250000,1.0021452204,0.0006264583,0
54977.83333333,1.0027139817,0.0006223726,0
54977.85416667,1.0030436387,0.0006935501,0
54977.87500000,1.0036513624,0.0006420150,0
54977.89583333,1.0044982069,0.0006069411,0
54977.91666667,1.0043829477,0.0007162923,0
54977.93750000,1.0044011323,0.0007060543,0
54977.95833333,1.0054685123,0.0007113303,0
54977.97916667,1.0044864704,0.0007193889,0
54978.00000000,1.0052923733,0.0006208674,0
54978.02083333,1.0062542634,0.0006475490,0
54978.04166667,1.0062368024,0.0006909886,0
54978.06250000,1.0058062025,0.0006835225,0
54978.08333333,1.0054351491,0.0006184675,1
54978.10416667,1.0068256114,0.0006979000,0
54978.12500000,1.0058484319,0.0006269329,0
54978.14583333,1.0069259697,0.0006268581,0
54978.16666667,1.0080549215,0.0006644369,0
54978.18750000,1.0078757601,0.0006711528,0
54978.20833333,1.0063149790,0.0006696103,0
54978.22916667,1.0079783388,0.0006109784,0
54978.25000000,1.0078075339,0.0007052953,1
54978.27083333,1.0073954677,0.0006318720,0
54978.29166667,1.0085649836,0.0006155418,0
54978.31250000,1.0081605248,0.0007066498,0
54978.33333333,1.0083010086,0.0007146782,0
54978.35416667,1.0088660063,0.0007034553,0
54978.37500000,1.0084638949,0.0006971419,0
54978.39583333,1.0176003302,0.0006786290,2
54978.41666667,1.0087202797,0.0006661029,0
54978.43750000,1.0088806669,0.0006104384,0
54978.45833333,1.0099385583,0.0006490144,0
54978.47916667,1.0100756333,0.0006447226,0
54978.50000000,1.0083582235,0.0006311705,0
54978.52083333,1.0100077365,0.0006868104,0
54978.54166667,1.0104662559,0.0006595051,0
54978.56250000,1.0105340910,0.0006097255,1
54978.58333333,1.0099426767,0.0006264220,0
54978.60416667,1.0089194348,0.0006819911,0
54978.62500000,1.0100400380,0.0006091357,0
54978.64583333,1.0090537013,0.0007021448,0
54978.66666667,1.0094378412,0.0006594176,0
54978.68750000,1.0099082974,0.0006576704,0
54978.70833333,1.0091012515,0.0006710889,0
54978.72916667,1.0088178033,0.0006989617,0
54978.75000000,1.0098888099,0.0006417371,0
54978.77083333,1.0108262387,0.0006813619,0
54978.79166667,1.0103419022,0.0006678878,0
54978.81250000,1.0099098551,0.0006320434,0
54978.83333333,1.0100989497,0.0007054356,0
54978.85416667,1.0097914164,0.0006956911,0
54978.87500000,1.0095873216,0.0006790142,0
54978.89583333,1.0098415724,0.0007020698,0
54978.91666667,1.0081711406,0.0007040753,0
54978.93750000,1.0091904282,0.0006850036,0
54978.95833333,1.0089118832,0.0007004416,0
54978.97916667,1.0089332035,0.0006836966,0
54979.00000000,1.0084716070,0.0006816169,0
54979.02083333,1.0090402795,0.0006742334,0
54979.04166667,1.0080246929,0.0006903260,0
54979.06250000,1.0081558371,0.0006190326,0
54979.08333333,1.0079191281,0.0007057045,0
54979.10416667,1.0088811562,0.0007046212,0
54979.12500000,1.0081549962,0.0006035097,0
54979.14583333,1.0077276959,0.0006990980,0
54979.16666667,1.0077062175,0.0006154644,0
54979.18750000,1.0078233896,0.0006402143,0
54979.20833333,1.0088227330,0.0006892210,0
54979.22916667,1.0084441664,0.0006192912,2
54979.25000000,1.0079417472,0.0006981560,0
54979.27083333,1.0076825339,0.0006998561,0
54979.29166667,1.0066508734,0.0006608961,0
54979.31250000,1.0079979973,0.0006007663,0
54979.33333333,1.0073416599,0.0006344446,0
54979.35416667,1.0065407238,0.0006740312,0
54979.37500000,1.0054326981,0.0007177423,0
54979.39583333,1.0068075692,0.0006758176,0
54979.41666667,1.0065112057,0.0006311764,0
54979.43750000,1.0057308509,0.0006760807,0
54979.45833333,1.0056238478,0.0006647982,0
54979.47916667,1.0068118447,0.0006935814,0
54979.50000000,1.0049048078,0.0006128377,0
54979.52083333,1.0062166802,0.0006913233,0
54979.54166667,1.0057732108,0.0006649520,0
54979.56250000,1.0061545313,0.0007155590,0
54979.58333333,1.0055137049,0.0006410247,0
54979.60416667,1.0058069197,0.0006759146,0
54979.62500000,1.0049891469,0.0007118434,0
54979.64583333,1.0053999202,0.0006123012,0
54979.66666667,1.0056937240,0.0007124674,0
54979.68750000,1.0053666003,0.0006825463,0
54979.70833333,1.0054164642,0.0006081404,0
54979.72916667,1.0045197435,0.0006361156,0
54979.75000000,1.0046335439,0.0006849807,0
54979.77083333,1.0046209910,0.0006080821,0
54979.79166667,1.0047192781,0.0006698605,0
54979.81250000,1.0057142768,0.0006415060,0
54979.83333333,1.0045454877,0.0006745099,0
54979.85416667,1.0040370116,0.0006054890,0
54979.87500000,1.0050594772,0.0007045844,0
54979.89583333,1.0055949131,0.0007168187,0
54979.91666667,1.0036813436,0.0007162653,0
54979.93750000,1.0059042318,0.0006899582,0
54979.95833333,1.0047602552,0.0006156103,0
54979.97916667,1.0051838344,0.0006909916,0
54980.00000000,1.0053218453,0.0006029504,0
54980.02083333,1.0049942903,0.0006026548,0
54980.04166667,1.0043113156,0.0006388332,0
54980.06250000,1.0051605761,0.0006586372,0
54980.08333333,1.0045142097,0.0006924489,0
54980.10416667,1.0050635989,0.0006819954,1
54980.12500000,1.0050885108,0.0006535083,0
54980.14583333,1.0036008997,0.0006328352,0
54980.16666667,1.0048520143,0.0007196549,0
54980.18750000,1.0041532141,0.0006511418,0
54980.20833333,1.0043552988,0.0006541664,1
54980.22916667,1.0043387428,0.0006196349,0
54980.25000000,1.0043172593,0.0006953771,0
54980.27083333,1.0052960562,0.0006832419,0
54980.29166667,1.0033987817,0.0006264924,0
54980.31250000,1.0032053850,0.0006098857,0
54980.33333333,1.0029400149,0.0006816599,0
54980.35416667,1.0049862787,0.0006785413,0
54980.37500000,1.0037751070,0.0006327911,0
54980.39583333,1.0018525538,0.0007141036,0
54980.41666667,1.0016919607,0.0006181269,0
54980.43750000,1.0011900299,0.0006518802,0
54980.45833333,1.0023802068,0.0007132339,0
54980.47916667,1.0016950016,0.0006503673,0
54980.50000000,1.0041325396,0.0006766231,0
54980.52083333,1.0044486130,0.0006477113,1
54980.54166667,1.0047577917,0.0006329058,0
54980.56250000,1.0036161151,0.0007180773,0
54980.58333333,1.0048736247,0.0006491201,0
54980.60416667,1.0053337154,0.0007072919,0
54980.62500000,1.0034133107,0.0006275946,0
54980.64583333,1.0044812243,0.0006255726,0
54980.66666667,1.0041203874,0.0006037361,0
54980.68750000,1.0004648789,0.0006782000,2
54980.70833333,1.0035105394,0.0006442232,0
54980.72916667,1.0054329176,0.0007037230,0
54980.75000000,1.0032208719,0.0006567852,0
54980.77083333,1.0040902302,0.0007161832,0
54980.79166667,1.0045215383,0.0006222631,0
54980.81250000,1.0037518087,0.0007042348,0
54980.83333333,1.0036320275,0.0006931916,0
54980.85416667,1.0043496548,0.0006925106,0
54980.87500000,1.0042268769,0.0007013740,0
54980.89583333,1.0041504539,0.0006913229,0
54980.91666667,1.0046974651,0.0006751464,0
54980.93750000,1.0038435159,0.0006157494,0
54980.95833333,1.0042453688,0.0006039031,0
54980.97916667,1.0036556055,0.0007105017,0
54981.00000000,1.0034034818,0.0006739980,0
54981.02083333,1.0037354122,0.0006955845,0
54981.04166667,1.0035601286,0.0006577827,0
54981.06250000,1.0035644884,0.0006140770,0
54981.08333333,1.0045058340,0.0006150223,0
54981.10416667,1.0035619820,0.0006822678,0
54981.12500000,1.0032467848,0.0006516367,0
54981.14583333,1.0036369137,0.0006240630,0
54981.16666667,1.0036259649,0.0006589913,0
54981.18750000,1.0027711955,0.0006077051,0
54981.20833333,1.0032251277,0.0006698366,0
54981.22916667,1.0031408215,0.0006322792,0
54981.25000000,1.0031626342,0.0006957071,0
54981.27083333,1.0036697181,0.0006372434,0
54981.29166667,1.0032194659,0.0006546264,0
54981.31250000,1.0037888097,0.0006013945,0
54981.33333333,1.0029613913,0.0006086936,0
54981.35416667,1.0040338642,0.0006470992,0
54981.37500000,1.0024956516,0.0006575927,0
54981.39583333,1.0021937371,0.0006720025,0
54981.41666667,1.0029689080,0.0006349995,0
54981.43750000,1.0034624467,0.0006833978,0
54981.45833333,1.0014680136,0.0007032147,1
54981.47916667,1.0022069916,0.0006935821,0
54981.50000000,1.0018790378,0.0006047543,0
54981.52083333,1.0022460667,0.0006576608,0
54981.54166667,1.0020610273,0.0006125916,0
54981.56250000,1.0028031779,0.0006290454,0
54981.58333333,1.0017803360,0.0007183995,0
54981.60416667,1.0026074472,0.0006170995,0
54981.62500000,1.0014516660,0.0006598666,0
54981.64583333,1.0021845485,0.0006741787,0
54981.66666667,1.0016167302,0.0006842958,0
54981.68750000,1.0025148226,0.0006671578,0
54981.70833333,1.0003735275,0.0006011725,0
54981.72916667,1.0004187616,0.0006391754,0
54981.75000000,1.0022772433,0.0006621254,1
54981.77083333,1.0005193596,0.0006105440,0
54981.79166667,1.0004404717,0.0006420752,0
54981.81250000,1.0002461646,0.0006039844,0
54981.83333333,1.0027520866,0.0006094294,2
54981.85416667,0.9997762079,0.0006476308,0
54981.87500000,1.0005104482,0.0006159259,0
54981.89583333,1.0002294363,0.0006681049,0
54981.91666667,1.0010266245,0.0006827358,0
54981.93750000,0.9998405647,0.0006960704,0
54981.95833333,1.0004080709,0.0006240180,0
54981.97916667,0.9993408280,0.0006200979,0
54982.00000000,1.0013804313,0.0006125481,0
54982.02083333,0.9997482980,0.0006763716,1
54982.04166667,0.9998416566,0.0006847771,0
54982.06250000,1.0007626668,0.0006037903,0
54982.08333333,0.9992761871,0.0007123455,0
54982.10416667,1.0006382427,0.0006062366,0
54982.12500000,0.9992899486,0.0006649556,0
54982.14583333,0.9999627728,0.0006850873,0
54982.16666667,0.9990411376,0.0007045163,0
54982.18750000,0.9984597900,0.0006856904,0
54982.20833333,0.9996263180,0.0006962074,0
54982.22916667,0.9996988336,0.0006407340,0
54982.25000000,0.9983248940,0.0006977790,0
54982.27083333,0.9990133022,0.0006096138,0
54982.29166667,1.0000104179,0.0007073780,0
54982.31250000,0.9995242118,0.0006657111,0
54982.33333333,0.9988156251,0.0006980757,1
54982.35416667,0.9986704883,0.0006542782,0
54982.37500000,1.0003538500,0.0006772293,0
54982.39583333,0.9980509349,0.0006631683,0
54982.41666667,0.9989488319,0.0006877907,0
54982.43750000,0.9980783817,0.0006097956,0
54982.45833333,0.9997548390,0.0006072423,0
54982.47916667,0.9989396308,0.0006296524,0
54982.50000000,0.9990448454,0.0006191454,0
54982.52083333,1.0008785777,0.0007046140,0
54982.54166667,0.9985514638,0.0006263057,0
54982.56250000,1.0001750771,0.0007171038,0
54982.58333333,0.9986712477,0.0006404275,0
54982.60416667,0.9987787732,0.0006218541,0
54982.62500000,1.0007614447,0.0006947638,0
54982.64583333,0.9988256115,0.0006790449,0
54982.66666667,0.9980364379,0.0006597835,1
54982.68750000,0.9991409996,0.0006666436,0
54982.70833333,0.9988457917,0.0006863042,0
54982.72916667,0.9992072229,0.0006274146,0
54982.75000000,0.9988944342,0.0007195601,0
54982.77083333,1.0005936448,0.0007169752,0
54982.79166667,0.9993979701,0.0006780391,0
54982.81250000,0.9983656379,0.0006239451,0
54982.83333333,0.9991374798,0.0006816274,0
54982.85416667,0.9985822619,0.0006086638,0
54982.87500000,0.9989357612,0.0006036783,0
54982.89583333,0.9985269610,0.0006309219,0
54982.91666667,1.0004982377,0.0006555148,0
54982.93750000,0.9986450582,0.0007041927,0
54982.95833333,0.9996185073,0.0006872603,0
54982.97916667,0.9989359939,0.0006891248,0
54983.00000000,0.9984163345,0.0006510592,0
54983.02083333,0.9993074048,0.0006415122,0
54983.04166667,0.9994471918,0.0006445247,0
54983.06250000,1.0010811769,0.0007185179,2
54983.08333333,0.9976135074,0.0006048131,1
54983.10416667,0.9983318443,0.0007040438,0
54983.12500000,0.9998414151,0.0006694410,0
54983.14583333,0.9985939508,0.0006526339,0
54983.16666667,0.9993294706,0.0006870309,0
54983.18750000,0.9983518438,0.0006584003,0
54983.20833333,0.9996824277,0.0007048108,0
54983.22916667,0.9998092445,0.0007080842,0
54983.25000000,0.9996052439,0.0006506065,0
54983.27083333,0.9997581332,0.0006332193,0
54983.29166667,1.0001248746,0.0006710820,0
54983.31250000,0.9982091145,0.0007094836,0
54983.33333333,0.9985111889,0.0006252795,0
54983.35416667,0.9995675211,0.0006747560,0
54983.37500000,0.9996784473,0.0006757872,0
54983.39583333,0.9983985417,0.0006879736,0
54983.41666667,0.9983471283,0.0006157881,0
54983.43750000,0.9982953819,0.0006858990,0
54983.45833333,0.9975368016,0.0007090839,1
54983.47916667,0.9978114825,0.0006215620,0
54983.50000000,0.9977390956,0.0006285052,0
54983.52083333,0.9982279705,0.0007165674,0
54983.54166667,0.9985171143,0.0006217172,0
54983.56250000,0.9985575462,0.0007025262,0
54983.58333333,0.9978163511,0.0006590733,0
54983.60416667,0.9977394734,0.0006296677,0
54983.62500000,0.9955233647,0.0007044900,0
54983.64583333,0.9943399843,0.0006534366,0
54983.66666667,0.9958279140,0.0006617781,0
54983.68750000,0.9958892244,0.0006431080,0
54983.70833333,0.9945065127,0.0006711541,0
54983.72916667,0.9970306984,0.0006196229,0
54983.75000000,0.9979338220,0.0006469298,0
54983.77083333,0.9968875611,0.0007163295,0
54983.79166667,0.9971874807,0.0006309760,0
54983.81250000,0.9965887300,0.0006788084,0
54983.83333333,0.9974755475,0.0006390228,0
54983.85416667,0.9966448895,0.0006928168,0
54983.87500000,0.9964616727,0.0006157048,0
54983.89583333,0.9963442296,0.0007163785,0
54983.91666667,0.9953843891,0.0006544547,0
54983.93750000,0.9952610117,0.0006283261,0
54983.95833333,0.9958202165,0.0006088196,0
54983.97916667,0.9952257155,0.0006203709,0
54984.00000000,0.9941584786,0.0006623729,0
54984.02083333,0.9959253136,0.0006404404,0
54984.04166667,0.9951932553,0.0006994660,0
54984.06250000,0.9943135220,0.0006517065,0
54984.08333333,0.9938932974,0.0006298457,0
54984.10416667,0.9939729756,0.0006740574,0
54984.12500000,0.9939641512,0.0006848133,0
54984.14583333,0.9921173465,0.0006200450,0
54984.16666667,0.9944536875,0.0006201143,0
54984.18750000,0.9924302975,0.0006044006,0
54984.20833333,0.9926686245,0.0006883682,0
54984.22916667,0.9924544843,0.0006796565,0
54984.25000000,0.9935024059,0.0006569557,0
54984.27083333,0.9918877804,0.0007013005,0
54984.29166667,0.9928148432,0.0006966804,0
54984.31250000,0.9917392350,0.0006702425,0
54984.33333333,0.9905479637,0.0007041926,0
54984.35416667,0.9910687098,0.0006247009,0
54984.37500000,0.9906719978,0.0006134304,0
54984.39583333,0.9898205354,0.0006323700,0
54984.41666667,0.9904861111,0.0006068504,0
54984.43750000,0.9900485864,0.0006637403,0
54984.45833333,0.9901974763,0.0007123927,1
54984.47916667,0.9896878106,0.0006047212,0
54984.50000000,0.9889434655,0.0006146532,0
54984.52083333,0.9896224748,0.0006542639,0
54984.54166667,0.9884549641,0.0007120650,0
54984.56250000,0.9867059998,0.0006379387,0
54984.58333333,0.9885566200,0.0006608682,0
54984.60416667,1.0029456500,0.0006049887,2
54984.62500000,0.9882985640,0.0006178012,1
54984.64583333,0.9893018268,0.0007183956,0
54984.66666667,0.9891264162,0.0007158142,0
54984.68750000,0.9873908922,0.0006005928,0
54984.70833333,0.9867212519,0.0007142174,0
54984.72916667,0.9875353949,0.0006766944,0
54984.75000000,0.9867142141,0.0007041502,0
54984.77083333,0.9870738029,0.0006545688,0
54984.79166667,0.9862299774,0.0006618715,0
54984.81250000,0.9866903836,0.0006586616,0
54984.83333333,0.9858391081,0.0006800237,0
54984.85416667,0.9869960656,0.0006167582,0
54984.87500000,0.9857925991,0.0006035968,0
54984.89583333,0.9864617217,0.0006369516,0
54984.91666667,0.9850758573,0.0006845617,0
54984.93750000,0.9863396637,0.0006242224,0
54984.95833333,0.9851140187,0.0006808119,0
54984.97916667,0.9858886874,0.0007163894,0
54985.00000000,0.9862665842,0.0006112681,0
54985.02083333,0.9854546341,0.0006807123,0
54985.04166667,0.9848783259,0.0006532500,0
54985.06250000,0.9858707108,0.0007041771,0
54985.08333333,0.9849791370,0.0006212580,0
54985.10416667,0.9852168037,0.0006831151,0
54985.12500000,0.9856809788,0.0007005738,0
54985.14583333,0.9864784861,0.0007133537,0
54985.16666667,0.9855496456,0.0006819898,0
54985.18750000,0.9681514640,0.0006596610,0
54985.20833333,0.9861088600,0.0006741417,0
54985.22916667,0.9857036437,0.0007042686,0
54985.25000000,0.9861604628,0.0006684732,0
54985.27083333,0.9864650918,0.0006036464,0
54985.29166667,0.9856701184,0.0007117138,0
54985.31250000,0.9837675972,0.0006827432,0
54985.33333333,0.9855574680,0.0006811816,0
54985.35416667,0.9869928990,0.0006258810,0
54985.37500000,0.9863459187,0.0006790663,0
54985.39583333,0.9862923304,0.0006472637,0
54985.41666667,0.9874565092,0.0006781480,0
54985.43750000,0.9867668778,0.0006127912,0
54985.45833333,0.9855821156,0.0006789414,0
54985.47916667,0.9861029417,0.0007199296,0
54985.50000000,0.9876338898,0.0006057854,0
54985.52083333,0.9875355269,0.0007172609,0
54985.54166667,0.9887399469,0.0006488290,0
54985.56250000,0.9875013313,0.0007044904,0
54985.58333333,0.9880338767,0.0006938863,1
54985.60416667,0.9878971591,0.0006680420,0
54985.62500000,0.9883773907,0.0006886139,0
54985.64583333,0.9876572764,0.0007054219,0
54985.66666667,0.9890056077,0.0006484968,0
54985.68750000,0.9894939955,0.0006392440,0
54985.70833333,0.9897131286,0.0006801112,0
54985.72916667,0.9915896089,0.0006969415,0
54985.75000000,0.9916515756,0.0006914742,0
54985.77083333,0.9901599016,0.0006957376,0
54985.79166667,0.9896536413,0.0006522700,0
54985.81250000,0.9912276887,0.0006981401,0
54985.83333333,0.9918436230,0.0006144251,0
54985.85416667,0.9913599849,0.0006653387,0
54985.87500000,0.9917700647,0.0006006910,0
54985.89583333,0.9935972191,0.0006389503,0
54985.91666667,0.9927527633,0.0006439754,0
54985.93750000,0.9936833832,0.0006475407,0
54985.95833333,0.9929576194,0.0006834561,0
54985.97916667,0.9938980876,0.0006466270,0
54986.00000000,0.9940586344,0.0006538432,0
54986.02083333,0.9941994905,0.0006285053,0
54986.04166667,0.9957156926,0.0006447902,0
54986.06250000,0.9944473448,0.0006272724,0
54986.08333333,0.9958495860,0.0006087835,0
54986.10416667,0.9957766826,0.0006724138,0
54986.12500000,0.9966459762,0.0006801855,0
54986.14583333,0.9964812265,0.0006743388,0
54986.16666667,0.9976268684,0.0006556193,0
54986.18750000,0.9967970494,0.0006455743,0
54986.20833333,0.9985617686,0.0007036000,0
54986.22916667,0.9980697173,0.0006622898,0
54986.25000000,0.9975542688,0.0006575018,0
54986.27083333,0.9991740760,0.0006030770,0
54986.29166667,0.9989692567,0.0006409497,0
54986.31250000,0.9983233562,0.0006456235,1
54986.33333333,0.9999667024,0.0006478587,0
54986.35416667,1.0007464110,0.0006696207,0
54986.37500000,1.0012402191,0.0006640323,0
54986.39583333,1.0004457781,0.0006729486,0
54986.41666667,1.0011072438,0.0006917860,1
54986.43750000,1.0013427692,0.0006975583,0
54986.45833333,1.0026247741,0.0006861748,0
54986.47916667,1.0013121879,0.0007146628,0
54986.50000000,1.0018941548,0.0006021879,0
54986.52083333,1.0019294727,0.0006234934,0
54986.54166667,1.0018482126,0.0006009075,0
54986.56250000,1.0031489719,0.0006776970,0
54986.58333333,1.0043691287,0.0007077637,0
54986.60416667,1.0033581481,0.0006292179,0
54986.62500000,1.0030953656,0.0007112441,0
54986.64583333,1.0040677944,0.0006072321,0
54986.66666667,1.0045975609,0.0007121323,0
54986.68750000,1.0042931579,0.0006421947,0
54986.70833333,1.0054600260,0.0006121705,0
54986.72916667,1.0042648799,0.0006583046,0
54986.75000000,1.0048089611,0.0006308132,0
54986.77083333,1.0053594167,0.0006341847,0
54986.79166667,1.0055950169,0.0006368748,1
54986.81250000,1.0055419412,0.0006963631,0
54986.83333333,1.0048148110,0.0006646994,0
54986.85416667,1.0073014332,0.0006373569,0
54986.87500000,1.0032754287,0.0006732401,0
54986.89583333,1.0036386571,0.0006859381,0
54986.91666667,1.0040731859,0.0006327149,0
54986.93750000,1.0033806241,0.0006496259,0
54986.95833333,1.0039315371,0.0006146263,0
54986.97916667,1.0060855406,0.0006217379,0
54987.00000000,1.0068752386,0.0006817341,0
54987.02083333,0.9954433204,0.0006217726,2
54987.04166667,1.0069153017,0.0006630196,0
54987.06250000,1.0060801947,0.0006850856,0
54987.08333333,1.0063409831,0.0006128252,0
54987.10416667,1.0059806530,0.0006680775,0
54987.12500000,1.0064802385,0.0006307875,0
54987.14583333,1.0051149080,0.0007155512,0
54987.16666667,1.0067746520,0.0006580255,0
54987.18750000,1.0066173988,0.0006967191,0
54987.20833333,1.0070957407,0.0006660272,0
54987.22916667,1.0070207718,0.0006052095,1
54987.25000000,1.0078352123,0.0006759782,1
54987.27083333,1.0088232549,0.0007141684,0
54987.29166667,1.0077137232,0.0006721934,0
54987.31250000,1.0066050661,0.0006983027,0
54987.33333333,1.0065395178,0.0007061048,0
54987.35416667,1.0073935858,0.0006273696,0
54987.37500000,1.0057510105,0.0006254454,1
54987.39583333,1.0065416391,0.0006733177,0
54987.41666667,1.0065442947,0.0006493234,0
54987.43750000,1.0070486510,0.0007007834,0
54987.45833333,1.0070098626,0.0007080028,0
54987.47916667,1.0060287168,0.0006424106,0
54987.50000000,1.0061745336,0.0006284245,0
54987.52083333,1.0066679871,0.0006936631,0
54987.54166667,1.0057745069,0.0006329767,0
54987.56250000,1.0070408560,0.0006987137,0
54987.58333333,1.0065097523,0.0006508486,0
54987.60416667,1.0061425688,0.0006801060,0
54987.62500000,1.0061754060,0.0006114642,0
54987.64583333,1.0055297672,0.0006748631,0
54987.66666667,1.0053419547,0.0006542121,0
54987.68750000,1.0053723838,0.0006703930,0
54987.70833333,1.0058714804,0.0006201617,0
54987.72916667,1.0056032480,0.0006884248,0
54987.75000000,1.0050703132,0.0007035356,0
54987.77083333,1.0057394523,0.0006260088,0
54987.79166667,1.0050662490,0.0006114857,0
54987.81250000,1.0046572224,0.0006028366,0
54987.83333333,1.0051503286,0.0006770366,0
54987.85416667,1.0042000939,0.0006728513,0
54987.87500000,1.0036631262,0.0006656037,0
54987.89583333,1.0046884541,0.0006278337,0
54987.91666667,1.0041731688,0.0006469087,0
54987.93750000,1.0043361192,0.0006713372,0
54987.95833333,1.0037790467,0.0006596120,0
54987.97916667,1.0051972207,0.0007185343,0
54988.00000000,1.0038347330,0.0006163728,0
54988.02083333,1.0038633412,0.0006834173,0
54988.04166667,1.0043221392,0.0006485183,0
54988.06250000,1.0031013980,0.0006513840,0
54988.08333333,1.0029265601,0.0006861117,0
54988.10416667,1.0041085211,0.0006830923,0
54988.12500000,1.0034578140,0.0007189507,0
54988.14583333,1.0031553642,0.0006154073,0
54988.16666667,1.0040152798,0.0006124932,0
54988.18750000,1.0030267723,0.0006869207,0
54988.20833333,1.0033428080,0.0006694064,0
54988.22916667,1.0029048345,0.0006328993,0
54988.25000000,1.0036057870,0.0006095303,0
54988.27083333,1.0041860650,0.0006102790,0
54988.29166667,1.0020125918,0.0007073029,0
54988.31250000,1.0033583958,0.0006230241,0
54988.33333333,1.0037982219,0.0006388046,0
54988.35416667,1.0029530279,0.0006271988,0
54988.37500000,1.0024604384,0.0006425996,0
54988.39583333,1.0034166981,0.0006083309,1
54988.41666667,1.0038008332,0.0006622872,0
54988.43750000,1.0036592593,0.0006081135,0
54988.45833333,1.0033560626,0.0006960428,0
54988.47916667,1.0031498470,0.0006280454,0
54988.50000000,1.0024809248,0.0006648014,0
54988.52083333,1.0036825336,0.0007056095,0
54988.54166667,1.0036177608,0.0006781053,0
54988.56250000,1.0023124259,0.0006639549,0
54988.58333333,1.0033033425,0.0006389201,0
54988.60416667,1.0034934685,0.0006399602,0
54988.62500000,1.0036837196,0.0006803384,1
54988.64583333,1.0030400959,0.0007192967,0
54988.66666667,1.0025242645,0.0006794207,0
54988.68750000,1.0027872038,0.0006669340,0
54988.70833333,1.0024467362,0.0006876781,0
54988.72916667,1.0031252334,0.0006558247,0
54988.75000000,1.0030299788,0.0006072171,0
54988.77083333,1.0046345184,0.0006674756,0
54988.79166667,1.0038667800,0.0007149150,0
54988.81250000,1.0038550620,0.0006210364,0
54988.83333333,1.0036017591,0.0006828006,0
54988.85416667,1.0030786917,0.0006241120,0
54988.87500000,1.0031538843,0.0006642993,0
54988.89583333,1.0032539521,0.0006116012,0
54988.91666667,1.0035196218,0.0006540445,0
54988.93750000,1.0036957730,0.0006907396,0
54988.95833333,1.0034580344,0.0006417086,0
54988.97916667,1.0032906543,0.0006797894,0
54989.00000000,1.0031054659,0.0006954540,0
54989.02083333,1.0025582084,0.0007112613,0
54989.04166667,1.0043844924,0.0006281570,0
54989.06250000,1.0050362294,0.0006479179,0
54989.08333333,1.0043768139,0.0006182899,0
54989.10416667,1.0027569211,0.0007190980,0
54989.12500000,1.0042479362,0.0007112401,0
54989.14583333,1.0043933196,0.0006647949,0
54989.16666667,1.0034529545,0.0007010440,0
54989.18750000,1.0040811454,0.0006625150,0
54989.20833333,1.0034689755,0.0006748303,0
54989.22916667,1.0047283926,0.0006106949,0
54989.25000000,1.0040627740,0.0006906325,0
54989.27083333,1.0032596906,0.0006153256,0
54989.29166667,1.0043036571,0.0006991281,0
54989.31250000,1.0045789617,0.0006938434,0
54989.33333333,1.0039865419,0.0006850494,0
54989.35416667,1.0041444599,0.0006043392,0
54989.37500000,1.0038115640,0.0006363754,0
54989.39583333,1.0031380670,0.0006315735,0
54989.41666667,1.0037525302,0.0006432164,0
54989.43750000,1.0041622521,0.0006105171,0
54989.45833333,1.0037415809,0.0007124349,0
54989.47916667,1.0043533488,0.0006664563,0
54989.50000000,1.0035538474,0.0006366629,0
